Внешний код;Артикул;Наименование номенклатуры;ВидНоменклатуры;ЕдиницаИзмерения;Бренд;Тип;Серия;Модель;Цвет;Высота;Ширина;Толщина;Стекло;Эксклюзив;Стиль;Путь к фото;Цена ЦФО Оптовая;Цена СЗФО Оптовая;Цена СФО Оптовая;Цена ЮФО Оптовая;Цена УФО Оптовая;Цена ЦФО Розница;Цена СЗФО Розница;Цена СФО Розница;Цена ЮФО Розница;Цена УФО Розница;Цена ДВФО Розница;
00-00093409;SC-00093409;Перемычка горизонтальная REVERSE INVISIBLE 600;Погонаж;шт;PROFILDOORS;INV Перемычка;;;Матовый Алюминий;600;;;;;;https://opt-profildoors.ru/upload/ic/reverse.jpg;3053.00;3084.00;3175.00;3114.00;3145.00;4427.00;4471.00;4604.00;4516.00;4560.00;4693.00;
00-00093412;SC-00093412;Перемычка горизонтальная REVERSE INVISIBLE 900;Погонаж;шт;PROFILDOORS;INV Перемычка;;;Матовый Алюминий;900;;;;;;https://opt-profildoors.ru/upload/ic/reverse.jpg;3053.00;3084.00;3175.00;3114.00;3145.00;4427.00;4471.00;4604.00;4516.00;4560.00;4693.00;
00-00095363;SC-00095363;Добор 10*200*2440 Санд;Погонаж;шт;PROFILDOORS;Добор;Е,U;;Санд;2440;200;10;;;;;1899.00;1918.00;1975.00;1937.00;1956.00;2659.00;2686.00;2765.00;2712.00;2739.00;2819.00;
00-00095599;SC-00095599;Плинтус прямой 16*80*2070 Санд;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Санд;2070;80;16;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00095593;SC-00095593;Наличник плоский 10*80*2440 Санд;Погонаж;шт;PROFILDOORS;Наличник;Е,U;;Санд;2440;80;10;;;;;619.00;625.00;644.00;631.00;638.00;867.00;876.00;902.00;884.00;893.00;919.00;
00-00095594;SC-00095594;Наличник плоский 16*70*2440 Санд;Погонаж;шт;PROFILDOORS;Наличник;Е,U;;Санд;2440;70;16;;;;;619.00;625.00;644.00;631.00;638.00;867.00;876.00;902.00;884.00;893.00;919.00;
00-00095586;SC-00095586;Добор 10*100*2440 Санд;Погонаж;шт;PROFILDOORS;Добор;Е,U;;Санд;2440;100;10;;;;;949.00;958.00;987.00;968.00;977.00;1329.00;1342.00;1382.00;1356.00;1369.00;1409.00;
00-00095588;SC-00095588;Добор 10*150*2440 Санд;Погонаж;шт;PROFILDOORS;Добор;Е,U;;Санд;2440;150;10;;;;;1072.00;1083.00;1115.00;1093.00;1104.00;1501.00;1516.00;1561.00;1531.00;1546.00;1591.00;
00-00095659;SC-00095659;Добор 10*200*2440 Грей;Погонаж;шт;PROFILDOORS;Добор;Е,U;;Грей;2440;200;10;;;;;1899.00;1918.00;1975.00;1937.00;1956.00;2659.00;2686.00;2765.00;2712.00;2739.00;2819.00;
00-00095815;SC-00095815;Плинтус прямой 16*80*2070 Грей;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Грей;2070;80;16;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00096050;SC-00096050;Наличник плоский 10*80*2440 Грей;Погонаж;шт;PROFILDOORS;Наличник;Е,U;;Грей;2440;80;10;;;;;619.00;625.00;644.00;631.00;638.00;867.00;876.00;902.00;884.00;893.00;919.00;
00-00096052;SC-00096052;Наличник плоский 16*70*2440 Грей;Погонаж;шт;PROFILDOORS;Наличник;Е,U;;Грей;2440;70;16;;;;;619.00;625.00;644.00;631.00;638.00;867.00;876.00;902.00;884.00;893.00;919.00;
00-00096057;SC-00096057;Добор 10*100*2440 Грей;Погонаж;шт;PROFILDOORS;Добор;Е,U;;Грей;2440;100;10;;;;;949.00;958.00;987.00;968.00;977.00;1329.00;1342.00;1382.00;1356.00;1369.00;1409.00;
00-00096059;SC-00096059;Добор 10*150*2440 Грей;Погонаж;шт;PROFILDOORS;Добор;Е,U;;Грей;2440;150;10;;;;;1072.00;1083.00;1115.00;1093.00;1104.00;1501.00;1516.00;1561.00;1531.00;1546.00;1591.00;
00-00099683;SC-00099683;Наличник фигурный 16*90*2440 Грей СВ;Погонаж;шт;PROFILDOORS;Наличник;Е,U;;Грей;2440;90;16;;;;;795.00;803.00;827.00;811.00;819.00;1112.00;1123.00;1156.00;1134.00;1145.00;1179.00;
00-00099684;SC-00099684;Наличник фигурный 16*90*2440 Санд СВ;Погонаж;шт;PROFILDOORS;Наличник;Е,U;;Санд;2440;90;16;;;;;795.00;803.00;827.00;811.00;819.00;1112.00;1123.00;1156.00;1134.00;1145.00;1179.00;
00-00104187;SC-00104187;COMIT Ручка 360PL на планке PL65 матовый хром 360PL65C-A2B;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый хром;;;;;;;;6163.00;6225.00;6410.00;6286.00;6348.00;9245.00;9337.00;9615.00;9430.00;9522.00;9800.00;
00-00104188;SC-00104188;COMIT Ручка 360PL на планке PL65 матовый черный;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый черный;;;;;;;;6564.00;6630.00;6827.00;6695.00;6761.00;9846.00;9944.00;10240.00;10043.00;10141.00;10437.00;
00-00104189;SC-00104189;COMIT Ручка 360PL WC на планке PL65 матовый хром 360PL65W96W07-A2B;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый хром;;;;;;;;6967.00;7037.00;7246.00;7106.00;7176.00;10451.00;10556.00;10869.00;10660.00;10765.00;11078.00;
00-00104190;SC-00104190;COMIT Ручка 360PL WC на планке PL65 матовый черный 360PL65W96W07-ARA9005O;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый черный;;;;;;;;7502.00;7577.00;7802.00;7652.00;7727.00;11253.00;11366.00;11703.00;11478.00;11591.00;11928.00;
00-00104191;SC-00104191;COMIT Ручка 360PL под цилиндр на планке PL65 матовый хром;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый хром;;;;;;;;6431.00;6495.00;6688.00;6560.00;6624.00;9647.00;9743.00;10033.00;9840.00;9936.00;10226.00;
00-00104192;SC-00104192;COMIT Ручка 360PL под цилиндр на планке PL65 матовый черный;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый черный;;;;;;;;6834.00;6902.00;7107.00;6971.00;7039.00;10251.00;10354.00;10661.00;10456.00;10559.00;10866.00;
00-00104538;SC-00104538;Плинтус прямой 10*80*2070 Аляска;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Аляска;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00104539;SC-00104539;Плинтус прямой 10*80*2070 ДаркВайт;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;ДаркВайт;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00104540;SC-00104540;Плинтус прямой 10*80*2070 Манхэттен;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Манхэттен;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00104541;SC-00104541;Плинтус прямой 10*80*2070 Белый Люкс;Погонаж;шт;PROFILDOORS;Плинтус;L,LK;;Белый Люкс;2070;80;10;;;;;744.00;751.00;774.00;759.00;766.00;1079.00;1090.00;1122.00;1101.00;1111.00;1144.00;
00-00106020;SC-00106020;Плинтус прямой 10*80*2070 Магнолия сатинат;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Магнолия Сатинат;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00106022;SC-00106022;Плинтус прямой 10*80*2070 Санд;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Санд;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00106023;SC-00106023;Плинтус прямой 10*80*2070 Грей;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Грей;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00106024;SC-00106024;Плинтус прямой 10*80*2070 Монблан;Погонаж;шт;PROFILDOORS;Плинтус;XN,ZN;;Монблан;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00106025;SC-00106025;Плинтус прямой 10*80*2070 Дуб Салинас Светлый;Погонаж;шт;PROFILDOORS;Плинтус;XN,ZN;;Дуб Салинас Светлый;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00115354;SC-00115354;Плинтус прямой 10*80*2070 Каштан Темный;Погонаж;шт;PROFILDOORS;Плинтус;XN,ZN;;Каштан Темный;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00115690;SC-00115690;COMIT Ручка 360 розетка RO80 черный матовый 360RO80SB-ARA9005O;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый черный;;;;;;;;2880.00;2909.00;2995.00;2938.00;2966.00;4320.00;4363.00;4493.00;4406.00;4450.00;4579.00;
00-00115691;SC-00115691;COMIT Ручка 458 розетка RO80 хром матовый;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый хром;;;;;;;;2305.00;2328.00;2397.00;2351.00;2374.00;3458.00;3493.00;3596.00;3527.00;3562.00;3665.00;
00-00115695;SC-00115695;COMIT Ручка LOTUS под вставку розетка RO80 хром матовый;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый хром;;;;;;;;4958.00;5008.00;5156.00;5057.00;5107.00;7437.00;7511.00;7734.00;7586.00;7660.00;7883.00;
00-00115698;SC-00115698;COMIT Завертка WC на розетке RO80 хром матовый W07RO80-Z2B;Фурнитура;компл;PROFILDOORS;Ручка поворотная;;;Матовый хром;;;;;;;;1072.00;1083.00;1115.00;1093.00;1104.00;1608.00;1624.00;1672.00;1640.00;1656.00;1704.00;
00-00115689;SC-00115689;COMIT Ручка 360 розетка RO80 хром матовый 360RO80SB-A2B;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый хром;;;;;;;;2880.00;2909.00;2995.00;2938.00;2966.00;4320.00;4363.00;4493.00;4406.00;4450.00;4579.00;
00-00115692;SC-00115692;COMIT Ручка 458 розетка RO80 матовый черный;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый черный;;;;;;;;2305.00;2328.00;2397.00;2351.00;2374.00;3458.00;3493.00;3596.00;3527.00;3562.00;3665.00;
00-00115693;SC-00115693;COMIT Ручка 458 розетка RO80 золото матовый;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовое золото;;;;;;;;2412.00;2436.00;2508.00;2460.00;2484.00;3618.00;3654.00;3763.00;3690.00;3727.00;3835.00;
00-00115694;SC-00115694;COMIT Ручка 458 розетка RO80 белый матовый;Фурнитура;компл;PROFILDOORS;Ручка;;;Белый;;;;;;;;2305.00;2328.00;2397.00;2351.00;2374.00;3458.00;3493.00;3596.00;3527.00;3562.00;3665.00;
00-00115696;SC-00115696;COMIT Ручка LOTUS под вставку розетка RO80 матовый черный;Фурнитура;компл;PROFILDOORS;Ручка;;;Матовый черный;;;;;;;;4958.00;5008.00;5156.00;5057.00;5107.00;7437.00;7511.00;7734.00;7586.00;7660.00;7883.00;
00-00115697;SC-00115697;COMIT Завертка WC на розетке RO80 матовый черный W07RO80-ZRA9005O;Фурнитура;компл;PROFILDOORS;Ручка поворотная;;;Матовый черный;;;;;;;;1072.00;1083.00;1115.00;1093.00;1104.00;1608.00;1624.00;1672.00;1640.00;1656.00;1704.00;
00-00115833;SC-00115833;Вставка для ручки LOTUS (Белый Люкс LK);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;Белый Люкс;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115835;SC-00115835;Вставка для ручки LOTUS (Грей Люкс LK);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;Грей Люкс;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115836;SC-00115836;Вставка для ручки LOTUS (ДаркВайт Люкс LK);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;ДаркВайт Люкс;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115838;SC-00115838;Вставка для ручки LOTUS (Аляска Е);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;Аляска;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115839;SC-00115839;Вставка для ручки LOTUS (ДаркВайт Е);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;ДаркВайт;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115841;SC-00115841;Вставка для ручки LOTUS (Санд Е);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;Санд;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115843;SC-00115843;Вставка для ручки LOTUS (Манхэттен Е);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;Манхэттен;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115844;SC-00115844;Вставка для ручки LOTUS (Грей Е);Фурнитура;компл;PROFILDOORS;Вставка для ручки;;;Грей;;;;;;;;128.00;129.00;133.00;131.00;132.00;192.00;194.00;200.00;196.00;198.00;204.00;
00-00115854;SC-00115854;Петля Aldeghi Luigi 144Q накладная квадратная (хром матовый);Фурнитура;шт;PROFILDOORS;Петля;;;Матовый хром;;;;;;;;316.00;319.00;329.00;322.00;325.00;411.00;415.00;427.00;419.00;423.00;436.00;
00-00115855;SC-00115855;Петля Aldeghi Luigi 144Q накладная квадратная (черный матовый);Фурнитура;шт;PROFILDOORS;Петля;;;Матовый черный;;;;;;;;316.00;319.00;329.00;322.00;325.00;411.00;415.00;427.00;419.00;423.00;436.00;
00-00115856;SC-00115856;Петля Aldeghi Luigi 144Q накладная квадратная (белый матовый);Фурнитура;шт;PROFILDOORS;Петля;;;Матовый белый;;;;;;;;316.00;319.00;329.00;322.00;325.00;411.00;415.00;427.00;419.00;423.00;436.00;
00-00116209;SC-00116209;Перемычка горизонтальная REVERSE INVISIBLE White Edition 800;Погонаж;шт;PROFILDOORS;INV Перемычка;;;Белый Матовый;800;;;;;;https://opt-profildoors.ru/upload/ic/reverse.jpg;3053.00;3084.00;3175.00;3114.00;3145.00;4427.00;4471.00;4604.00;4516.00;4560.00;4693.00;
00-00116247;SC-00116247;Перемычка горизонтальная REVERSE INVISIBLE White Edition 700;Погонаж;шт;PROFILDOORS;INV Перемычка;;;Белый Матовый;700;;;;;;https://opt-profildoors.ru/upload/ic/reverse.jpg;3053.00;3084.00;3175.00;3114.00;3145.00;4427.00;4471.00;4604.00;4516.00;4560.00;4693.00;
00-00116851;SC-00116851;COMIT Завертка WC на розетке RO80 золото матовый W07RO80-ZRA1036O;Фурнитура;компл;PROFILDOORS;Ручка поворотная;;;Матовое золото;;;;;;;;1098.00;1109.00;1142.00;1120.00;1131.00;1647.00;1663.00;1713.00;1680.00;1696.00;1746.00;
00-00117393;SC-00117393;Наличник плоский L 10*80*2440 Грей Люкс;Погонаж;шт;PROFILDOORS;Наличник;L,LK;;Грей Люкс;2440;80;10;;;;;1011.00;1021.00;1051.00;1031.00;1041.00;1466.00;1481.00;1525.00;1495.00;1510.00;1554.00;
00-00117394;SC-00117394;Наличник плоский L 10*80*2440 ДаркВайт Люкс;Погонаж;шт;PROFILDOORS;Наличник;L,LK;;ДаркВайт Люкс;2440;80;10;;;;;1011.00;1021.00;1051.00;1031.00;1041.00;1466.00;1481.00;1525.00;1495.00;1510.00;1554.00;
00-00117397;SC-00117397;Наличник плоский L 16*80*2440 ДаркВайт Люкс;Погонаж;шт;PROFILDOORS;Наличник;L,LK;;ДаркВайт Люкс;2440;80;16;;;;;1011.00;1021.00;1051.00;1031.00;1041.00;1466.00;1481.00;1525.00;1495.00;1510.00;1554.00;
00-00117906;SC-00117906;Плинтус прямой 16*80*2070 Грей люкс;Погонаж;шт;PROFILDOORS;Плинтус;L,LK;;Грей Люкс;2070;80;16;;;;;744.00;751.00;774.00;759.00;766.00;1079.00;1090.00;1122.00;1101.00;1111.00;1144.00;
00-00117907;SC-00117907;Плинтус прямой 16*80*2070 ДаркВайт люкс;Погонаж;шт;PROFILDOORS;Плинтус;L,LK;;ДаркВайт Люкс;2070;80;16;;;;;744.00;751.00;774.00;759.00;766.00;1079.00;1090.00;1122.00;1101.00;1111.00;1144.00;
00-00117879;SC-00117879;Добор L 10*100*2440 Грей Люкс;Погонаж;шт;PROFILDOORS;Добор;L,LK;;Грей Люкс;2440;100;10;;;;;1400.00;1414.00;1456.00;1428.00;1442.00;2031.00;2051.00;2112.00;2072.00;2092.00;2153.00;
00-00117880;SC-00117880;Добор L 10*100*2440 ДаркВайт Люкс;Погонаж;шт;PROFILDOORS;Добор;L,LK;;ДаркВайт Люкс;2440;100;10;;;;;1400.00;1414.00;1456.00;1428.00;1442.00;2031.00;2051.00;2112.00;2072.00;2092.00;2153.00;
00-00117887;SC-00117887;Добор L 10*150*2440 Грей Люкс;Погонаж;шт;PROFILDOORS;Добор;L,LK;;Грей Люкс;2440;150;10;;;;;1682.00;1699.00;1749.00;1716.00;1732.00;2439.00;2463.00;2537.00;2488.00;2512.00;2585.00;
00-00117888;SC-00117888;Добор L 10*150*2440 ДаркВайт Люкс;Погонаж;шт;PROFILDOORS;Добор;L,LK;;ДаркВайт Люкс;2440;150;10;;;;;1682.00;1699.00;1749.00;1716.00;1732.00;2439.00;2463.00;2537.00;2488.00;2512.00;2585.00;
00-00118822;SC-00118822;Перемычка горизонтальная REVERSE INVISIBLE White Edition 600;Погонаж;шт;PROFILDOORS;INV Перемычка;SMK;;Белый Матовый;600;;40;;;;https://opt-profildoors.ru/upload/ic/reverse.jpg;3053.00;3084.00;3175.00;3114.00;3145.00;4427.00;4471.00;4604.00;4516.00;4560.00;4693.00;
00-00121010;SC-00121010;COMIT Завертка WC на розетке RO80 белый W07RO80-ZRA9010O;Фурнитура;компл;PROFILDOORS;Ручка поворотная;;;Белый;;;;;;;;1072.00;1083.00;1115.00;1093.00;1104.00;1608.00;1624.00;1672.00;1640.00;1656.00;1704.00;
00-00122149;SC-00122149;Плинтус прямой 10*80*2070 Шеллгрей;Погонаж;шт;PROFILDOORS;Плинтус;Е,U;;Шеллгрей;2070;80;10;;;;;497.00;502.00;517.00;507.00;512.00;696.00;703.00;724.00;710.00;717.00;738.00;
00-00125679;SC-00125679;COMIT Ручка STILO на розетке RO02 хром глянец;Фурнитура;компл;PROFILDOORS;Ручка;;;Хром глянец;;;;;;;;2947.00;2976.00;3065.00;3006.00;3035.00;4421.00;4465.00;4598.00;4509.00;4554.00;4686.00;
